,district_name,grades_inperson_model,grades_hybrid_model,grades_remote_model,predominant_model,organization_type,reporting_period,update_date,alliance_district,remote,remote_num,hybrid_num,inperson_num,R,H,I,predom,city
162,Plymouth School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Plymouth, CT"
163,Pomfret School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Pomfret, CT"
164,Portland School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Portland, CT"
166,Preston School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Preston, CT"
167,Putnam School District,PK,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,1,13,1,1,1.0,0.0,0.0,1.0,"Putnam, CT"
168,Redding School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Redding, CT"
169,Ridgefield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Ridgefield, CT"
170,Rocky Hill School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Rocky Hill, CT"
171,Salem School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Salem, CT"
172,Salisbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Salisbury, CT"
173,Scotland School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,8,1,1,1.0,0.0,0.0,1.0,"Scotland, CT"
174,Seymour School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Seymour, CT"
175,Sharon School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Sharon, CT"
176,Shelton School District,"PK, K, g1, g2, g3, g4, g5, g6","g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,6,8,0.0,0.0,3.0,3.0,"Shelton, CT"
177,Sherman School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Sherman, CT"
178,Simsbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Simsbury, CT"
179,Somers School District,N/A,"g6, g7, g8, g9, g10, g11, g12","PK, K, g1, g2, g3, g4, g5",Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,7,7,1,0.0,0.0,0.0,0.0,"Somers, CT"
181,Southington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Southington, CT"
182,South Windsor School District,"K, g1, g2, g3, g4, g5","PK, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,8,6,0.0,2.0,0.0,2.0,"South Windsor, CT"
183,Sprague School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Sprague, CT"
184,Stafford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Stafford, CT"
185,Stamford School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Stamford, CT"
190,Sterling School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Sterling, CT"
191,Stonington School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Stonington, CT"
192,Stratford School District,PK,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,13,1,1,1.0,0.0,0.0,1.0,"Stratford, CT"
194,Suffield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Suffield, CT"
195,Thomaston School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Thomaston, CT"
196,Thompson School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"Thompson, CT"
199,Tolland School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Tolland, CT"
200,Torrington School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Torrington, CT"
201,Trumbull School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Trumbull, CT"
203,Union School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Union, CT"
204,Vernon School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,0,1,7,7,0.0,0.0,0.0,0.0,"Vernon, CT"
205,Voluntown School District,"K, g1, g2, g3, g5, g6, g7",PK,"g4, g8",Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,2,1,7,0.0,0.0,3.0,3.0,"Voluntown, CT"
206,Wallingford School District,"PK, K, g1, g2, g3, g4, g5",N/A,"g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,7,1,7,0.0,0.0,0.0,0.0,"Wallingford, CT"
212,Waterbury School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Opportunity,1,14,1,1,1.0,0.0,0.0,1.0,"Waterbury, CT"
213,Waterford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Waterford, CT"
215,Watertown School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Watertown, CT"
216,Westbrook School District,"PK, K, g1, g2, g3, g4, g9, g10, g11, g12",N/A,"g5, g6, g7, g8",Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,4,1,10,0.0,0.0,3.0,3.0,"Westbrook, CT"
217,West Hartford School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"West Hartford, CT"
223,West Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"West Haven, CT"
224,Weston School District,"PK, K","g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,12,2,0.0,2.0,0.0,2.0,"Weston, CT"
225,Westport School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Westport, CT"
226,Wethersfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wethersfield, CT"
227,Willington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Willington, CT"
228,Wilton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wilton, CT"
230,Winchester School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,0,1,8,1,0.0,2.0,0.0,2.0,"Winchester, CT"
231,Windham School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Windham, CT"
232,Windsor School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Windsor, CT"
233,Windsor Locks School District,"PK, K, g1, g2, g3, g4, g5",g8,"g6, g7, g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,Alliance,0,6,1,7,0.0,0.0,3.0,3.0,"Windsor Locks, CT"
234,Wolcott School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Wolcott, CT"
235,Woodbridge School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Woodbridge, CT"
236,Woodstock School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"January 11, 2021 - January 15, 2021",2021-01-19T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Woodstock, CT"
285,Andover School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Andover, CT"
286,Ansonia School District,PK,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,Alliance,1,13,1,1,1.0,0.0,0.0,1.0,"Ansonia, CT"
287,Ashford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Ashford, CT"
288,Avon School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Avon, CT"
291,Barkhamsted School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Barkhamsted, CT"
292,Berlin School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Berlin, CT"
293,Bethany School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,8,1,1,1.0,0.0,0.0,1.0,"Bethany, CT"
294,Bethel School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Bethel, CT"
296,Bloomfield School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Bloomfield, CT"
297,Bolton School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Bolton, CT"
298,Bozrah School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Bozrah, CT"
299,Branford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Branford, CT"
300,Bridgeport School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,Opportunity,1,14,1,1,1.0,0.0,0.0,1.0,"Bridgeport, CT"
301,Bristol School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Bristol, CT"
304,Brookfield School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Brookfield, CT"
305,Brooklyn School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,9,1,0.0,2.0,0.0,2.0,"Brooklyn, CT"
307,Canaan School District,N/A,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,9,1,1,1.0,0.0,0.0,1.0,"Canaan, CT"
308,Canterbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Canterbury, CT"
309,Canton School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Canton, CT"
311,Chaplin School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Chaplin, CT"
312,Cheshire School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Cheshire, CT"
314,Chester School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Chester, CT"
315,Clinton School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Clinton, CT"
316,Colchester School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Colchester, CT"
317,Colebrook School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Colebrook, CT"
318,Columbia School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Columbia, CT"
319,Cornwall School District,N/A,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,9,1,1,1.0,0.0,0.0,1.0,"Cornwall, CT"
320,Coventry School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Coventry, CT"
321,Cromwell School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Cromwell, CT"
323,Danbury School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Danbury, CT"
324,Darien School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Darien, CT"
325,Deep River School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Deep River, CT"
327,Derby School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"Derby, CT"
329,Eastford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Eastford, CT"
330,East Granby School District,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"January 4, 2021 - January 8, 2021",2021-01-12T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"East Granby, CT"
